Name,Team,Number,Position,Age,Height,Weight,College,Salary
J.J. Barea,Dallas Mavericks,5.0,PG,31.0,182.39999999999998,84.09090909090908,Northeastern,4290000.0
Jeremy Evans,Dallas Mavericks,21.0,SF,28.0,205.26,90.9090909090909,Western Kentucky,1100602.0
Raymond Felton,Dallas Mavericks,2.0,PG,31.0,184.93999999999997,93.18181818181817,North Carolina,3950313.0
Devin Harris,Dallas Mavericks,34.0,PG,33.0,190.01999999999998,84.09090909090908,Wisconsin,4053446.0
David Lee,Dallas Mavericks,42.0,PF,33.0,205.26,111.36363636363636,Florida,2085671.0
Wesley Matthews,Dallas Mavericks,23.0,SG,29.0,195.09999999999997,99.99999999999999,Marquette,16407500.0
JaVale McGee,Dallas Mavericks,11.0,C,28.0,212.79999999999998,122.72727272727272,Nevada,1270964.0
Salah Mejri,Dallas Mavericks,50.0,C,29.0,217.88,111.36363636363636,,525093.0
Dirk Nowitzki,Dallas Mavericks,41.0,PF,37.0,212.79999999999998,111.36363636363636,,8333334.0
Zaza Pachulia,Dallas Mavericks,27.0,C,32.0,210.33999999999997,124.99999999999999,,5200000.0
Chandler Parsons,Dallas Mavericks,25.0,SF,27.0,207.79999999999998,104.54545454545453,Florida,15361500.0
Dwight Powell,Dallas Mavericks,7.0,PF,24.0,210.33999999999997,109.09090909090908,Stanford,845059.0
Charlie Villanueva,Dallas Mavericks,3.0,PF,31.0,210.33999999999997,105.45454545454544,Connecticut,947276.0
Deron Williams,Dallas Mavericks,8.0,PG,31.0,190.01999999999998,90.9090909090909,Illinois,5378974.0
Trevor Ariza,Houston Rockets,1.0,SF,30.0,202.71999999999997,97.72727272727272,UCLA,8193030.0
Michael Beasley,Houston Rockets,8.0,SF,27.0,207.79999999999998,106.81818181818181,Kansas State,306527.0
Patrick Beverley,Houston Rockets,2.0,PG,27.0,184.93999999999997,84.09090909090908,Arkansas,6486486.0
Corey Brewer,Houston Rockets,33.0,SG,30.0,205.26,84.54545454545453,Florida,8229375.0
Clint Capela,Houston Rockets,15.0,PF,22.0,207.79999999999998,109.09090909090908,,1242720.0
Sam Dekker,Houston Rockets,7.0,SF,22.0,205.26,104.54545454545453,Wisconsin,1646400.0
Andrew Goudelock,Houston Rockets,0.0,PG,27.0,190.01999999999998,90.9090909090909,Charleston,200600.0
James Harden,Houston Rockets,13.0,SG,26.0,195.09999999999997,99.99999999999999,Arizona State,15756438.0
Montrezl Harrell,Houston Rockets,35.0,PF,22.0,202.71999999999997,109.09090909090908,Louisville,1000000.0
Dwight Howard,Houston Rockets,12.0,C,30.0,210.33999999999997,120.45454545454544,,22359364.0
Terrence Jones,Houston Rockets,6.0,PF,24.0,205.26,114.54545454545453,Kentucky,2489530.0
K.J. McDaniels,Houston Rockets,32.0,SG,23.0,197.64,93.18181818181817,Clemson,3189794.0
Donatas Motiejunas,Houston Rockets,20.0,PF,25.0,212.79999999999998,100.9090909090909,,2288205.0
Josh Smith,Houston Rockets,5.0,C,30.0,205.26,102.27272727272727,,947276.0
Jason Terry,Houston Rockets,31.0,SG,38.0,187.48,84.09090909090908,Arizona,947276.0
Jordan Adams,Memphis Grizzlies,3.0,SG,21.0,195.09999999999997,94.99999999999999,UCLA,1404600.0
Tony Allen,Memphis Grizzlies,9.0,SG,34.0,192.55999999999997,96.81818181818181,Oklahoma State,5158539.0
Chris Andersen,Memphis Grizzlies,7.0,PF,37.0,207.79999999999998,111.36363636363636,Blinn College,5000000.0
Matt Barnes,Memphis Grizzlies,22.0,SF,36.0,200.17999999999998,102.72727272727272,UCLA,3542500.0
Vince Carter,Memphis Grizzlies,15.0,SG,39.0,197.64,99.99999999999999,North Carolina,4088019.0
Mike Conley,Memphis Grizzlies,11.0,PG,28.0,184.93999999999997,79.54545454545453,Ohio State,9588426.0
Bryce Cotton,Memphis Grizzlies,8.0,PG,23.0,184.93999999999997,75.0,Providence,700902.0
Jordan Farmar,Memphis Grizzlies,4.0,PG,29.0,187.48,81.81818181818181,UCLA,
Marc Gasol,Memphis Grizzlies,33.0,C,31.0,215.33999999999997,115.9090909090909,,19688000.0
JaMychal Green,Memphis Grizzlies,0.0,PF,25.0,205.26,103.18181818181817,Alabama,845059.0
P.J. Hairston,Memphis Grizzlies,19.0,SF,23.0,197.64,104.54545454545453,North Carolina,1201440.0
Jarell Martin,Memphis Grizzlies,10.0,PF,22.0,207.79999999999998,108.63636363636363,LSU,1230840.0
Ray McCallum,Memphis Grizzlies,5.0,PG,24.0,190.01999999999998,86.36363636363636,Detroit,
Xavier Munford,Memphis Grizzlies,14.0,PG,24.0,190.01999999999998,81.81818181818181,Rhode Island,
Zach Randolph,Memphis Grizzlies,50.0,PF,34.0,205.26,118.18181818181817,Michigan State,9638555.0
Lance Stephenson,Memphis Grizzlies,1.0,SF,25.0,195.09999999999997,104.54545454545453,Cincinnati,9000000.0
Alex Stepheson,Memphis Grizzlies,35.0,PF,28.0,207.79999999999998,122.72727272727272,USC,
Brandan Wright,Memphis Grizzlies,34.0,PF,28.0,207.79999999999998,95.45454545454545,North Carolina,5464000.0
Alexis Ajinca,New Orleans Pelicans,42.0,C,28.0,217.88,112.72727272727272,,4389607.0
Ryan Anderson,New Orleans Pelicans,33.0,PF,28.0,207.79999999999998,109.09090909090908,California,8500000.0
Omer Asik,New Orleans Pelicans,3.0,C,29.0,212.79999999999998,115.9090909090909,,9213483.0
Luke Babbitt,New Orleans Pelicans,8.0,SF,26.0,205.26,102.27272727272727,Nevada,1100602.0
Norris Cole,New Orleans Pelicans,30.0,PG,27.0,187.48,79.54545454545453,Cleveland State,3036927.0
Dante Cunningham,New Orleans Pelicans,44.0,PF,29.0,202.71999999999997,104.54545454545453,Villanova,2850000.0
Anthony Davis,New Orleans Pelicans,23.0,PF,23.0,207.79999999999998,114.99999999999999,Kentucky,7070730.0
Bryce Dejean-Jones,New Orleans Pelicans,31.0,SG,23.0,197.64,92.27272727272727,Iowa State,169883.0
Toney Douglas,New Orleans Pelicans,16.0,PG,30.0,187.48,88.63636363636363,Florida State,1164858.0
James Ennis,New Orleans Pelicans,4.0,SF,25.0,200.17999999999998,95.45454545454545,Long Beach State,845059.0
Tyreke Evans,New Orleans Pelicans,1.0,SG,26.0,197.64,99.99999999999999,Memphis,10734586.0
Tim Frazier,New Orleans Pelicans,2.0,PG,25.0,184.93999999999997,77.27272727272727,Penn State,845059.0
Alonzo Gee,New Orleans Pelicans,15.0,SF,29.0,197.64,102.27272727272727,Alabama,1320000.0
Eric Gordon,New Orleans Pelicans,10.0,SG,27.0,192.55999999999997,97.72727272727272,Indiana,15514031.0
Jordan Hamilton,New Orleans Pelicans,25.0,SG,25.0,200.17999999999998,99.99999999999999,Texas,1015421.0
Jrue Holiday,New Orleans Pelicans,11.0,PG,25.0,192.55999999999997,93.18181818181817,UCLA,10595507.0
Orlando Johnson,New Orleans Pelicans,0.0,SG,27.0,195.09999999999997,99.99999999999999,UC Santa Barbara,55722.0
Kendrick Perkins,New Orleans Pelicans,5.0,C,31.0,207.79999999999998,122.72727272727272,,947276.0
Quincy Pondexter,New Orleans Pelicans,20.0,SF,28.0,200.17999999999998,99.99999999999999,Washington,3382023.0
LaMarcus Aldridge,San Antonio Spurs,12.0,PF,30.0,210.33999999999997,109.09090909090908,Texas,19689000.0
Kyle Anderson,San Antonio Spurs,1.0,SF,22.0,205.26,104.54545454545453,UCLA,1142880.0
Matt Bonner,San Antonio Spurs,15.0,C,36.0,207.79999999999998,106.81818181818181,Florida,947276.0
Boris Diaw,San Antonio Spurs,33.0,C,34.0,202.71999999999997,113.63636363636363,,7500000.0
Tim Duncan,San Antonio Spurs,21.0,C,40.0,210.33999999999997,113.63636363636363,Wake Forest,5250000.0
Manu Ginobili,San Antonio Spurs,20.0,SG,38.0,197.64,93.18181818181817,,2814000.0
Danny Green,San Antonio Spurs,14.0,SG,28.0,197.64,97.72727272727272,North Carolina,10000000.0
Kawhi Leonard,San Antonio Spurs,2.0,SF,24.0,200.17999999999998,104.54545454545453,San Diego State,16407500.0
Boban Marjanovic,San Antonio Spurs,40.0,C,27.0,220.42,131.8181818181818,,1200000.0
Kevin Martin,San Antonio Spurs,23.0,SG,33.0,200.17999999999998,90.45454545454545,Western Carolina,200600.0
Andre Miller,San Antonio Spurs,24.0,PG,40.0,190.01999999999998,90.9090909090909,Utah,250750.0
Patty Mills,San Antonio Spurs,8.0,PG,27.0,182.39999999999998,84.09090909090908,Saint Mary's,3578947.0
Tony Parker,San Antonio Spurs,9.0,PG,34.0,187.48,84.09090909090908,,13437500.0
Jonathon Simmons,San Antonio Spurs,17.0,SG,26.0,197.64,88.63636363636363,Houston,525093.0
David West,San Antonio Spurs,30.0,PF,35.0,205.26,113.63636363636363,Xavier,1499187.0
Kent Bazemore,Atlanta Hawks,24.0,SF,26.0,195.09999999999997,91.36363636363636,Old Dominion,2000000.0
Tim Hardaway Jr.,Atlanta Hawks,10.0,SG,24.0,197.64,93.18181818181817,Michigan,1304520.0
Kirk Hinrich,Atlanta Hawks,12.0,SG,35.0,192.55999999999997,86.36363636363636,Kansas,2854940.0
Al Horford,Atlanta Hawks,15.0,C,30.0,207.79999999999998,111.36363636363636,Florida,12000000.0
Kris Humphries,Atlanta Hawks,43.0,PF,31.0,205.26,106.81818181818181,Minnesota,1000000.0
Kyle Korver,Atlanta Hawks,26.0,SG,35.0,200.17999999999998,96.36363636363636,Creighton,5746479.0
Paul Millsap,Atlanta Hawks,4.0,PF,31.0,202.71999999999997,111.81818181818181,Louisiana Tech,18671659.0
Mike Muscala,Atlanta Hawks,31.0,PF,24.0,210.33999999999997,109.09090909090908,Bucknell,947276.0
Lamar Patterson,Atlanta Hawks,13.0,SG,24.0,195.09999999999997,102.27272727272727,Pittsburgh,525093.0
Dennis Schroder,Atlanta Hawks,17.0,PG,22.0,184.93999999999997,78.18181818181817,,1763400.0
Mike Scott,Atlanta Hawks,32.0,PF,27.0,202.71999999999997,107.72727272727272,Virginia,3333333.0
Thabo Sefolosha,Atlanta Hawks,25.0,SF,32.0,200.17999999999998,99.99999999999999,,4000000.0
Tiago Splitter,Atlanta Hawks,11.0,C,31.0,210.33999999999997,111.36363636363636,,9756250.0
Walter Tavares,Atlanta Hawks,22.0,C,24.0,220.42,118.18181818181817,,1000000.0
Jeff Teague,Atlanta Hawks,0.0,PG,27.0,187.48,84.54545454545453,Wake Forest,8000000.0
Nicolas Batum,Charlotte Hornets,5.0,SG,27.0,202.71999999999997,90.9090909090909,,13125306.0
Troy Daniels,Charlotte Hornets,30.0,SG,24.0,192.55999999999997,93.18181818181817,Virginia Commonwealth,947276.0
Jorge Gutierrez,Charlotte Hornets,12.0,PG,27.0,190.01999999999998,85.9090909090909,California,189455.0
Tyler Hansbrough,Charlotte Hornets,50.0,PF,30.0,205.26,113.63636363636363,North Carolina,947276.0
Aaron Harrison,Charlotte Hornets,9.0,SG,21.0,197.64,95.45454545454545,Kentucky,525093.0
Spencer Hawes,Charlotte Hornets,0.0,PF,28.0,215.33999999999997,111.36363636363636,Washington,6110034.0
Al Jefferson,Charlotte Hornets,25.0,C,31.0,207.79999999999998,131.36363636363635,,13500000.0
Frank Kaminsky III,Charlotte Hornets,44.0,C,23.0,212.79999999999998,109.09090909090908,Wisconsin,2612520.0
Michael Kidd-Gilchrist,Charlotte Hornets,14.0,SF,22.0,200.17999999999998,105.45454545454544,Kentucky,6331404.0
Jeremy Lamb,Charlotte Hornets,3.0,SG,24.0,195.09999999999997,84.09090909090908,Connecticut,3034356.0
Courtney Lee,Charlotte Hornets,1.0,SG,30.0,195.09999999999997,90.9090909090909,Western Kentucky,5675000.0
Jeremy Lin,Charlotte Hornets,7.0,PG,27.0,190.01999999999998,90.9090909090909,Harvard,2139000.0
Kemba Walker,Charlotte Hornets,15.0,PG,26.0,184.93999999999997,83.63636363636363,Connecticut,12000000.0
Marvin Williams,Charlotte Hornets,2.0,PF,29.0,205.26,107.72727272727272,North Carolina,7000000.0
Cody Zeller,Charlotte Hornets,40.0,C,23.0,212.79999999999998,109.09090909090908,Indiana,4204200.0
Chris Bosh,Miami Heat,1.0,PF,32.0,210.33999999999997,106.81818181818181,Georgia Tech,22192730.0
Luol Deng,Miami Heat,9.0,SF,31.0,205.26,99.99999999999999,Duke,10151612.0
Goran Dragic,Miami Heat,7.0,PG,30.0,190.01999999999998,86.36363636363636,,14783000.0
Gerald Green,Miami Heat,14.0,SF,30.0,200.17999999999998,93.18181818181817,,947276.0
Udonis Haslem,Miami Heat,40.0,PF,36.0,202.71999999999997,106.81818181818181,Florida,2854940.0
Joe Johnson,Miami Heat,2.0,SF,34.0,200.17999999999998,109.09090909090908,Arkansas,261894.0
Tyler Johnson,Miami Heat,8.0,SG,24.0,192.55999999999997,84.54545454545453,Fresno State,845059.0
Josh McRoberts,Miami Heat,4.0,PF,29.0,207.79999999999998,109.09090909090908,Duke,5543725.0
Josh Richardson,Miami Heat,0.0,SG,22.0,197.64,90.9090909090909,Tennessee,525093.0
Amar'e Stoudemire,Miami Heat,5.0,PF,33.0,207.79999999999998,111.36363636363636,,947276.0
Dwyane Wade,Miami Heat,3.0,SG,34.0,192.55999999999997,99.99999999999999,Marquette,20000000.0
Briante Weber,Miami Heat,12.0,PG,23.0,187.48,75.0,Virginia Commonwealth,
Hassan Whiteside,Miami Heat,21.0,C,26.0,212.79999999999998,120.45454545454544,Marshall,981348.0
Justise Winslow,Miami Heat,20.0,SF,20.0,200.17999999999998,102.27272727272727,Duke,2481720.0
Dorell Wright,Miami Heat,11.0,SF,30.0,205.26,93.18181818181817,,
Dewayne Dedmon,Orlando Magic,3.0,C,26.0,212.79999999999998,111.36363636363636,USC,947276.0
Evan Fournier,Orlando Magic,10.0,SG,23.0,200.17999999999998,93.18181818181817,,2288205.0
Aaron Gordon,Orlando Magic,0.0,PF,20.0,205.26,99.99999999999999,Arizona,4171680.0
Mario Hezonja,Orlando Magic,23.0,SG,21.0,202.71999999999997,99.09090909090908,,3741480.0
Ersan Ilyasova,Orlando Magic,7.0,PF,29.0,207.79999999999998,106.81818181818181,,7900000.0
Brandon Jennings,Orlando Magic,55.0,PG,26.0,184.93999999999997,76.81818181818181,,8344497.0
Devyn Marble,Orlando Magic,11.0,SF,23.0,197.64,90.9090909090909,Iowa,845059.0
Shabazz Napier,Orlando Magic,13.0,PG,24.0,184.93999999999997,79.54545454545453,Connecticut,1294440.0
Andrew Nicholson,Orlando Magic,44.0,PF,26.0,205.26,113.63636363636363,St. Bonaventure,2380593.0
Victor Oladipo,Orlando Magic,5.0,SG,24.0,192.55999999999997,95.45454545454545,Indiana,5192520.0
Elfrid Payton,Orlando Magic,4.0,PG,22.0,192.55999999999997,84.09090909090908,Louisiana-Lafayette,2505720.0
Jason Smith,Orlando Magic,14.0,PF,30.0,212.79999999999998,109.09090909090908,Colorado State,4300000.0
Nikola Vucevic,Orlando Magic,9.0,C,25.0,212.79999999999998,118.18181818181817,USC,11250000.0
C.J. Watson,Orlando Magic,32.0,PG,32.0,187.48,79.54545454545453,Tennessee,5000000.0
Alan Anderson,Washington Wizards,6.0,SG,33.0,197.64,99.99999999999999,Michigan State,4000000.0
Bradley Beal,Washington Wizards,3.0,SG,22.0,195.09999999999997,94.09090909090908,Florida,5694674.0
Jared Dudley,Washington Wizards,1.0,SF,30.0,200.17999999999998,102.27272727272727,Boston College,4375000.0
Jarell Eddie,Washington Wizards,8.0,SG,24.0,200.17999999999998,99.09090909090908,Virginia Tech,561716.0
Drew Gooden,Washington Wizards,90.0,PF,34.0,207.79999999999998,113.63636363636363,Kansas,3300000.0
Marcin Gortat,Washington Wizards,13.0,C,32.0,210.33999999999997,109.09090909090908,,11217391.0
JJ Hickson,Washington Wizards,21.0,C,27.0,205.26,109.99999999999999,North Carolina State,273038.0
Nene Hilario,Washington Wizards,42.0,C,33.0,210.33999999999997,113.63636363636363,,13000000.0
Markieff Morris,Washington Wizards,5.0,PF,26.0,207.79999999999998,111.36363636363636,Kansas,8000000.0
Kelly Oubre Jr.,Washington Wizards,12.0,SF,20.0,200.17999999999998,93.18181818181817,Kansas,1920240.0
Otto Porter Jr.,Washington Wizards,22.0,SF,23.0,202.71999999999997,89.99999999999999,Georgetown,4662960.0
Ramon Sessions,Washington Wizards,7.0,PG,30.0,190.01999999999998,86.36363636363636,Nevada,2170465.0
Garrett Temple,Washington Wizards,17.0,SG,30.0,197.64,88.63636363636363,LSU,1100602.0
Marcus Thornton,Washington Wizards,15.0,SF,29.0,192.55999999999997,93.18181818181817,LSU,200600.0
John Wall,Washington Wizards,2.0,PG,25.0,192.55999999999997,88.63636363636363,Kentucky,15851950.0
Darrell Arthur,Denver Nuggets,0.0,PF,28.0,205.26,106.81818181818181,Kansas,2814000.0
D.J. Augustin,Denver Nuggets,12.0,PG,28.0,182.39999999999998,83.18181818181817,Texas,3000000.0
Will Barton,Denver Nuggets,5.0,SF,25.0,197.64,79.54545454545453,Memphis,3533333.0
Wilson Chandler,Denver Nuggets,21.0,SF,29.0,202.71999999999997,102.27272727272727,DePaul,10449438.0
Kenneth Faried,Denver Nuggets,35.0,PF,26.0,202.71999999999997,103.63636363636363,Morehead State,11235955.0
Danilo Gallinari,Denver Nuggets,8.0,SF,27.0,207.79999999999998,102.27272727272727,,14000000.0
Gary Harris,Denver Nuggets,14.0,SG,21.0,192.55999999999997,95.45454545454545,Michigan State,1584480.0
Nikola Jokic,Denver Nuggets,15.0,C,21.0,207.79999999999998,113.63636363636363,,1300000.0
Joffrey Lauvergne,Denver Nuggets,77.0,C,24.0,210.33999999999997,99.99999999999999,,1709719.0
Mike Miller,Denver Nuggets,3.0,SG,36.0,202.71999999999997,99.09090909090908,Florida,947276.0
Emmanuel Mudiay,Denver Nuggets,0.0,PG,20.0,195.09999999999997,90.9090909090909,,3102240.0
Jameer Nelson,Denver Nuggets,1.0,PG,34.0,182.39999999999998,86.36363636363636,Saint Joseph's,4345000.0
Jusuf Nurkic,Denver Nuggets,23.0,C,21.0,212.79999999999998,127.27272727272727,,1842000.0
JaKarr Sampson,Denver Nuggets,9.0,SG,23.0,205.26,97.27272727272727,St. John's,258489.0
Axel Toupane,Denver Nuggets,6.0,SG,23.0,200.17999999999998,95.45454545454545,,
Nemanja Bjelica,Minnesota Timberwolves,88.0,PF,28.0,207.79999999999998,109.09090909090908,,3950001.0
Gorgui Dieng,Minnesota Timberwolves,5.0,C,26.0,210.33999999999997,109.54545454545453,Louisville,1474440.0
Kevin Garnett,Minnesota Timberwolves,21.0,PF,40.0,210.33999999999997,109.09090909090908,,8500000.0
Tyus Jones,Minnesota Timberwolves,1.0,PG,20.0,187.48,88.63636363636363,Duke,1282080.0
Zach LaVine,Minnesota Timberwolves,8.0,PG,21.0,195.09999999999997,85.9090909090909,UCLA,2148360.0
Shabazz Muhammad,Minnesota Timberwolves,15.0,SF,23.0,197.64,101.36363636363636,UCLA,2056920.0
Adreian Payne,Minnesota Timberwolves,33.0,PF,25.0,207.79999999999998,107.72727272727272,Michigan State,1938840.0
Nikola Pekovic,Minnesota Timberwolves,14.0,C,30.0,210.33999999999997,139.54545454545453,,12100000.0
Tayshaun Prince,Minnesota Timberwolves,12.0,SF,36.0,205.26,96.36363636363636,Kentucky,947276.0
Ricky Rubio,Minnesota Timberwolves,9.0,PG,25.0,192.55999999999997,88.18181818181817,,12700000.0
Damjan Rudez,Minnesota Timberwolves,10.0,SF,29.0,205.26,104.54545454545453,,1149500.0
Greg Smith,Minnesota Timberwolves,4.0,PF,25.0,207.79999999999998,113.63636363636363,Fresno State,
Karl-Anthony Towns,Minnesota Timberwolves,32.0,C,20.0,212.79999999999998,110.9090909090909,Kentucky,5703600.0
Andrew Wiggins,Minnesota Timberwolves,22.0,SG,21.0,202.71999999999997,90.45454545454545,Kansas,5758680.0
Steven Adams,Oklahoma City Thunder,12.0,C,22.0,212.79999999999998,115.9090909090909,Pittsburgh,2279040.0
Nick Collison,Oklahoma City Thunder,4.0,PF,35.0,207.79999999999998,115.9090909090909,Kansas,3750000.0
Kevin Durant,Oklahoma City Thunder,35.0,SF,27.0,205.26,109.09090909090908,Texas,20158622.0
Randy Foye,Oklahoma City Thunder,6.0,SG,32.0,192.55999999999997,96.81818181818181,Villanova,3135000.0
Josh Huestis,Oklahoma City Thunder,34.0,SF,24.0,200.17999999999998,104.54545454545453,Stanford,1140240.0
Serge Ibaka,Oklahoma City Thunder,9.0,PF,26.0,207.79999999999998,111.36363636363636,,12250000.0
Enes Kanter,Oklahoma City Thunder,11.0,C,24.0,210.33999999999997,111.36363636363636,Kentucky,16407500.0
Mitch McGary,Oklahoma City Thunder,33.0,PF,24.0,207.79999999999998,115.9090909090909,Michigan,1463040.0
Nazr Mohammed,Oklahoma City Thunder,13.0,C,38.0,207.79999999999998,113.63636363636363,Kentucky,222888.0
Anthony Morrow,Oklahoma City Thunder,2.0,SG,30.0,195.09999999999997,95.45454545454545,Georgia Tech,3344000.0
Cameron Payne,Oklahoma City Thunder,22.0,PG,21.0,190.01999999999998,84.09090909090908,Murray State,2021520.0
Andre Roberson,Oklahoma City Thunder,21.0,SG,24.0,200.17999999999998,95.45454545454545,Colorado,1210800.0
Kyle Singler,Oklahoma City Thunder,5.0,SF,28.0,202.71999999999997,103.63636363636363,Duke,4500000.0
Dion Waiters,Oklahoma City Thunder,3.0,SG,24.0,192.55999999999997,99.99999999999999,Syracuse,5138430.0
Russell Westbrook,Oklahoma City Thunder,0.0,PG,27.0,190.01999999999998,90.9090909090909,UCLA,16744218.0
Cliff Alexander,Portland Trail Blazers,34.0,PF,20.0,202.71999999999997,109.09090909090908,Kansas,525093.0
Al-Farouq Aminu,Portland Trail Blazers,8.0,SF,25.0,205.26,97.72727272727272,Wake Forest,8042895.0
Pat Connaughton,Portland Trail Blazers,5.0,SG,23.0,195.09999999999997,93.63636363636363,Notre Dame,625093.0
Allen Crabbe,Portland Trail Blazers,23.0,SG,24.0,197.64,95.45454545454545,California,947276.0
Ed Davis,Portland Trail Blazers,17.0,C,27.0,207.79999999999998,109.09090909090908,North Carolina,6980802.0
Maurice Harkless,Portland Trail Blazers,4.0,SF,23.0,205.26,97.72727272727272,St. John's,2894059.0
Gerald Henderson,Portland Trail Blazers,9.0,SG,28.0,195.09999999999997,97.72727272727272,Duke,6000000.0
Chris Kaman,Portland Trail Blazers,35.0,C,34.0,212.79999999999998,120.45454545454544,Central Michigan,5016000.0
Meyers Leonard,Portland Trail Blazers,11.0,PF,24.0,215.33999999999997,111.36363636363636,Illinois,3075880.0
Damian Lillard,Portland Trail Blazers,0.0,PG,25.0,190.01999999999998,88.63636363636363,Weber State,4236287.0
C.J. McCollum,Portland Trail Blazers,3.0,SG,24.0,192.55999999999997,90.9090909090909,Lehigh,2525160.0
Luis Montero,Portland Trail Blazers,44.0,SG,23.0,200.17999999999998,84.09090909090908,Westchester CC,525093.0
Mason Plumlee,Portland Trail Blazers,24.0,C,26.0,210.33999999999997,106.81818181818181,Duke,1415520.0
Brian Roberts,Portland Trail Blazers,2.0,PG,30.0,184.93999999999997,78.63636363636363,Dayton,2854940.0
Noah Vonleh,Portland Trail Blazers,21.0,PF,20.0,205.26,109.09090909090908,Indiana,2637720.0
Trevor Booker,Utah Jazz,33.0,PF,28.0,202.71999999999997,103.63636363636363,Clemson,4775000.0
Trey Burke,Utah Jazz,3.0,PG,23.0,184.93999999999997,86.81818181818181,Michigan,2658240.0
Alec Burks,Utah Jazz,10.0,SG,24.0,197.64,97.27272727272727,Colorado,9463484.0
Dante Exum,Utah Jazz,11.0,PG,20.0,197.64,86.36363636363636,,3777720.0
Derrick Favors,Utah Jazz,15.0,PF,24.0,207.79999999999998,120.45454545454544,Georgia Tech,12000000.0
Rudy Gobert,Utah Jazz,27.0,C,23.0,215.33999999999997,111.36363636363636,,1175880.0
Gordon Hayward,Utah Jazz,20.0,SF,26.0,202.71999999999997,102.72727272727272,Butler,15409570.0
Rodney Hood,Utah Jazz,5.0,SG,23.0,202.71999999999997,93.63636363636363,Duke,1348440.0
Joe Ingles,Utah Jazz,2.0,SF,28.0,202.71999999999997,102.72727272727272,,2050000.0
Chris Johnson,Utah Jazz,23.0,SF,26.0,197.64,93.63636363636363,Dayton,981348.0
Trey Lyles,Utah Jazz,41.0,PF,20.0,207.79999999999998,106.36363636363636,Kentucky,2239800.0
Shelvin Mack,Utah Jazz,8.0,PG,26.0,190.01999999999998,92.27272727272727,Butler,2433333.0
Raul Neto,Utah Jazz,25.0,PG,24.0,184.93999999999997,81.36363636363636,,900000.0
Tibor Pleiss,Utah Jazz,21.0,C,26.0,220.42,116.36363636363636,,2900000.0
Jeff Withey,Utah Jazz,24.0,C,26.0,212.79999999999998,104.99999999999999,Kansas,947276.0
